Avibase.ID,Species1_BirdLife,Species2_eBird,eBird.species.group,Species3_BirdTree,Data.type,Source,Specimen.number,Sex,Age,Locality,Country_WRI,Country,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-wing.Index,Tail.Length,Measurer,Protocol,Publication
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,M,0,,Peru,,23.5,17.4,2.6,1.9,6.7,60,32.5,27.5,54.2,44,ML,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,F,0,,Peru,,19.5,17.5,2.5,2,NA,60,27,33,45,41,RB,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,U,0,,Peru,,22.8,16,2.4,2.2,4.6,62,31,31,50,44,BD,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,M,0,,Peru,,24.9,16.9,2.5,2.3,4.7,67,40,27,59.7,45,BD,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,M,0,,Peru,,22.2,15.8,2.7,2.3,4.2,67,39,28,58.2,42,BD,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,M,0,,Peru,,21.8,15.6,2.5,2.3,4,64,41,23,64.1,45,BD,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,F,0,,Peru,,21.6,15.1,2.5,2,6.2,61,35,26,57.4,40.5,CT,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,F,0,,Peru,,21.6,16.6,2.9,2,6.8,56,30,26,53.6,37,ML,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,F,0,,Peru,,21.9,16.3,2.6,2.1,6.7,60,35,25,58.3,41,ML,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,M,1,,Peru,,19.9,14.6,2.7,2.2,5.9,58,34,24,58.6,40,BD,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,F,0,,Peru,,19.3,16.6,2.3,1.8,7.1,59,31,28,52.5,43,RBL,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,U,0,,Peru,,22,15.1,2.1,2,4.4,68.5,36,32.5,52.6,44,BD,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,M,0,,Peru,,22.1,15,2.5,1.7,6.3,68.5,41,27.5,59.9,57,CT,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,U,0,,Peru,,24,16.7,2.6,2.1,3.9,66.5,39,27.5,58.6,46,BD,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,U,0,,Peru,,19,17.3,2.5,2,6.8,66,41,25,62.1,45,ML,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,M,0,,Peru,,23.1,17.5,2.5,2.3,6.7,54,34,20,63,42.5,CT,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,M,0,,Peru,,22.4,15.2,2.1,2.3,4.4,69,39,30,56.5,44,RBL,1,NA
AVIBASE-D9EBF49B,Heliangelus amethysticollis,Heliangelus amethysticollis,Heliangelus amethysticollis [amethysticollis Group],Heliangelus amethysticollis,2,Field1,NA,M,0,,Peru,,18.1,16.9,2.6,2.5,6,64,38.9,25.1,60.8,42,BD,1,NA
AVIBASE-96349863,Heliobletus contaminatus,Heliobletus contaminatus,Heliobletus contaminatus,Heliobletus contaminatus,1,LSUMZ,53002,M,0,,Brazil,,NA,9.6,3,4.2,17.9,71.7,14.1,57.6,19.7,NA,SC,1,NA
AVIBASE-96349863,Heliobletus contaminatus,Heliobletus contaminatus,Heliobletus contaminatus,Heliobletus contaminatus,1,LSUMZ,53003,M,0,,Brazil,,NA,8.7,2.7,4.1,17,66.6,12.5,54.1,18.8,NA,SC,1,NA
AVIBASE-96349863,Heliobletus contaminatus,Heliobletus contaminatus,Heliobletus contaminatus,Heliobletus contaminatus,1,NHMUK,1886.6.24.459,U,0,,Brazil,,15.2,9.7,2.9,4.2,18,69,14.1,54.9,20.4,56,TB,1,NA
AVIBASE-96349863,Heliobletus contaminatus,Heliobletus contaminatus,Heliobletus contaminatus,Heliobletus contaminatus,1,NHMUK,1889.5.20.377,U,0,,Brazil,,13.9,8.8,3.1,3.7,18.5,68,13.9,54.1,20.4,51,TB,1,NA
AVIBASE-96349863,Heliobletus contaminatus,Heliobletus contaminatus,Heliobletus contaminatus,Heliobletus contaminatus,1,AMNH,316823,M,0,,NA,,NA,9.6,3.2,4.1,17.8,71.8,14.4,57.4,20.1,NA,SC,1,NA
AVIBASE-96349863,Heliobletus contaminatus,Heliobletus contaminatus,Heliobletus contaminatus,Heliobletus contaminatus,1,AMNH,320083,M,0,,NA,,NA,8.5,3.3,3.9,17.8,66.9,NA,54.1,NA,51.8,SC,1,NA
AVIBASE-96349863,Heliobletus contaminatus,Heliobletus contaminatus,Heliobletus contaminatus,Heliobletus contaminatus,1,AMNH,320450,M,0,,NA,,NA,9.2,3.1,4.1,17.5,69.5,NA,57,NA,52.7,SC,1,NA
AVIBASE-79CC5B96,Heliodoxa gularis,Heliodoxa gularis,Heliodoxa gularis,Heliodoxa gularis,1,LSUMZ,87418,F,0,,Peru,,28.8,22.6,3.1,2.7,4.7,61,40.8,20.2,66.9,35,DS,1,NA
AVIBASE-79CC5B96,Heliodoxa gularis,Heliodoxa gularis,Heliodoxa gularis,Heliodoxa gularis,1,LSUMZ,87419,F,0,,Peru,,28.2,23,3.1,2.5,4.6,63,42,21.1,66.7,35,DS,1,NA
AVIBASE-79CC5B96,Heliodoxa gularis,Heliodoxa gularis,Heliodoxa gularis,Heliodoxa gularis,1,LSUMZ,87420,M,0,,Peru,,26.5,21.2,3.1,2.8,5.6,66,43.9,22.2,66.5,43,DS,1,NA
AVIBASE-79CC5B96,Heliodoxa gularis,Heliodoxa gularis,Heliodoxa gularis,Heliodoxa gularis,1,LSUMZ,87421,M,0,,Peru,,27.5,21.7,2.8,2.1,4.9,68,44.7,23.3,65.7,42,DS,1,NA
AVIBASE-79CC5B96,Heliodoxa gularis,Heliodoxa gularis,Heliodoxa gularis,Heliodoxa gularis,1,NHMUK,88.7.25.156,U,0,,Ecuador,,29.3,23.3,2.4,2.5,5.1,59.8,38.5,21.3,64.4,35,MNC,1,NA
AVIBASE-7DB659EF,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris,1,NHMUK,1878,M,0,,Peru,,36.8,31,3.2,3.3,3,58,37,21,63.8,28,TB,1,NA
AVIBASE-7DB659EF,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris,1,MPEG,34952,M,0,,Brazil,,33.9,25.6,2,2.2,4.5,53,36.3,16.7,68.5,30,BDK,1,NA
AVIBASE-7DB659EF,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris,1,MPEG,71504,M,0,,Brazil,,33,25.4,2.2,3.1,4.4,60,38.8,21.2,64.7,34,BDK,1,NA
AVIBASE-7DB659EF,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris,1,MPEG,71525,F,0,,Brazil,,35.4,26.5,2.4,2.7,4.5,56,37,19,66.1,32,BDK,1,NA
AVIBASE-7DB659EF,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris,1,MPEG,72307,F,0,,Brazil,,34,27.3,1.8,2.9,4.9,56,37.6,18.4,67.1,32,BDK,1,NA
AVIBASE-7DB659EF,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris,1,NHMUK,1887.3.22.848,F,0,,Guyana,,38.4,35.1,3.2,3.2,2.9,57,36.1,20.9,63.3,30,TB,1,NA
AVIBASE-7DB659EF,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris,1,NHMUK,1913.3.20.129,F,0,,Peru,,34.1,26.4,2.5,2.5,4.2,56,36.6,19.4,65.4,27,TB,1,NA
AVIBASE-7DB659EF,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris,Heliomaster longirostris,1,NHMUK,1913.3.20.131,M,0,,Peru,,34.8,27.3,2.5,2.3,4.7,58,36.8,21.2,63.4,29,TB,1,NA
AVIBASE-EFBDAE18,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus,1,MPEG,14415,M,0,,Brazil,,22.5,16.3,2.1,2.2,NA,62,41.6,20.4,67.1,44,BDK,1,NA
AVIBASE-EFBDAE18,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus,1,MPEG,39298,F,0,,Brazil,,24.5,17.5,2.3,2.6,4.1,58,37.1,21,64,54,BDK,1,NA
AVIBASE-EFBDAE18,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus,1,MPEG,39489,F,0,,Brazil,,24.9,17.5,2.7,2,NA,66,44.5,21.5,67.4,62,BDK,1,NA
AVIBASE-EFBDAE18,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus,1,MPEG,41768,M,0,,Brazil,,24.6,17.8,2.4,2.2,4.4,66,42.4,23.6,64.2,45,BDK,1,NA
AVIBASE-EFBDAE18,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus,1,NHMUK,1887.3.22.1504,M,0,,Brazil,,23.2,17.2,2.3,2,4.9,65,43.2,21.8,66.5,67,TB,1,NA
AVIBASE-EFBDAE18,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus,1,NHMUK,288.h,F,0,,Brazil,,23.6,15.4,2.8,2.4,3.4,65,40.6,24.4,62.5,57,TB,1,NA
AVIBASE-EFBDAE18,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus,1,NHMUK,289.j,F,0,,Brazil,,23,19.2,3.1,2.5,5.1,66,43.5,22.5,65.9,54,TB,1,NA
AVIBASE-EFBDAE18,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus,Heliothryx auritus,1,NHMUK,NA,F,0,,Brazil,,24.1,16.8,2.7,2.2,3.1,67,45.1,21.9,67.3,62,TB,1,NA
AVIBASE-3FACD55E,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,1,LSUMZ,112564,M,0,,Ecuador,,NA,8.4,2.9,3,22.3,58.1,4.8,53.3,8.3,NA,SC,1,NA
AVIBASE-3FACD55E,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,1,LSUMZ,128429,M,0,,Peru,,NA,8.6,2.7,2.9,21.8,59.7,6.4,53.2,10.7,NA,SC,1,NA
AVIBASE-3FACD55E,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,1,LSUMZ,128433,M,0,,Peru,,NA,7.8,2.6,2.8,21.6,58.4,5.8,52.6,9.9,NA,SC,1,NA
AVIBASE-3FACD55E,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,1,NHMUK,2002.3.1013,U,0,,Colombia,,13.8,7.5,2.3,2.6,21,55,8.3,46.7,15.1,45,NS,1,NA
AVIBASE-3FACD55E,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,1,NHMUK,68.6.207,U,0,,Colombia,,13.7,8.1,2.7,2.8,22,59,9,50,15.3,57,NS,1,NA
AVIBASE-3FACD55E,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,1,NHMUK,86.6.24.454,U,0,,Colombia,,13.6,8.3,2.8,2.8,19.5,55,9.7,45.3,17.6,52,NS,1,NA
AVIBASE-3FACD55E,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,1,NHMUK,89.5.14.215,U,0,,Colombia,,15,8.5,2.8,2.7,22.5,59,7.6,51.4,12.9,54,NS,1,NA
AVIBASE-3FACD55E,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,1,MUSM,28863,M,0,,NA,,NA,8.2,2.6,2.8,21.1,56.7,8.5,48.2,15,NA,SC,1,NA
AVIBASE-3FACD55E,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,Hellmayrea gularis,1,MUSM,28864,M,0,,NA,,NA,8.4,2.8,3,20.6,57.1,6.6,50.5,11.6,NA,SC,1,NA
AVIBASE-A2CD62E8,Hemicircus concretus,Hemicircus concretus,Hemicircus concretus concretus,Hemicircus concretus,1,OUM,B/3682,M,0,,Indonesia,,21.7,19.3,5.7,6.6,16,86,10.6,75.4,12.3,24,HM,1,NA
AVIBASE-A2CD62E8,Hemicircus concretus,Hemicircus concretus,Hemicircus concretus concretus,Hemicircus concretus,1,OUM,B/3683,F,0,,Indonesia,,17.8,17.1,5.5,6.3,15.6,82,9,73,11,25,HM,1,NA
AVIBASE-A2CD62E8,Hemicircus concretus,Hemicircus concretus,Hemicircus concretus concretus,Hemicircus concretus,1,OUM,B/3684,M,1,,Indonesia,,19.4,18.5,5.6,5.8,16.8,82,10.3,71.7,12.6,25,HM,1,NA
AVIBASE-A2CD62E8,Hemicircus concretus,Hemicircus concretus,Hemicircus concretus concretus,Hemicircus concretus,1,OUM,B/3685,M,0,,Indonesia,,17.9,18.2,5.3,5.7,16.1,85,12.5,72.5,14.7,26,HM,1,NA
AVIBASE-A2CD62E8,Hemicircus concretus,Hemicircus concretus,Hemicircus concretus concretus,Hemicircus concretus,1,NHMUK,1969.41.523,M,0,,Indonesia,,16.6,14.9,4.1,5.1,15.8,82,13,69,15.9,27,PW,1,NA
AVIBASE-A2CD62E8,Hemicircus concretus,Hemicircus concretus,Hemicircus concretus concretus,Hemicircus concretus,1,NHMUK,73.5.12.413,F,0,,Indonesia,,19.2,16.6,5.6,6.8,15.2,85,11,74,12.9,28,PW,1,NA
AVIBASE-A2CD62E8,Hemicircus concretus,Hemicircus concretus,Hemicircus concretus concretus,Hemicircus concretus,1,NHMUK,88.11.1.1079,F,0,,Indonesia,,18.7,15.8,6,6.3,14.6,84,14,70,16.7,32,PW,1,NA
AVIBASE-A2CD62E8,Hemicircus concretus,Hemicircus concretus,Hemicircus concretus concretus,Hemicircus concretus,1,NHMUK,98.3.10.2566,M,0,,Indonesia,,20.8,17.9,5.1,7,16.9,85,12,73,14.1,30,PW,1,NA
AVIBASE-C836FAAC,Hemicircus sordidus,Hemicircus concretus,Hemicircus concretus sordidus,Hemicircus concretus,1,AMNH,552485,M,0,,Indonesia,,19.5,17.1,5.5,6.4,15.3,78.3,12.3,66,15.7,24.9,BCW,1,NA
AVIBASE-C836FAAC,Hemicircus sordidus,Hemicircus concretus,Hemicircus concretus sordidus,Hemicircus concretus,1,AMNH,552486,M,0,,Indonesia,,19.4,17.4,5.5,6.6,15.7,80.4,13.3,67.1,16.5,24.8,BCW,1,NA
AVIBASE-C836FAAC,Hemicircus sordidus,Hemicircus concretus,Hemicircus concretus sordidus,Hemicircus concretus,1,AMNH,552492,F,0,,Indonesia,,17.8,15.4,5.2,5.9,15.9,78.4,12.5,65.9,15.9,25,BCW,1,NA
AVIBASE-C836FAAC,Hemicircus sordidus,Hemicircus concretus,Hemicircus concretus sordidus,Hemicircus concretus,1,NHMUK,1936.4.12.609,F,0,,Malaysia,,18.8,16.6,6,6.1,15.4,86,22,64,25.6,28,PW,1,NA
AVIBASE-C836FAAC,Hemicircus sordidus,Hemicircus concretus,Hemicircus concretus sordidus,Hemicircus concretus,1,NHMUK,1936.4.12.611,F,0,,Malaysia,,16.7,15.5,5.9,6.2,15,91,25,66,27.5,32,PW,1,NA
AVIBASE-C836FAAC,Hemicircus sordidus,Hemicircus concretus,Hemicircus concretus sordidus,Hemicircus concretus,1,NHMUK,87.8.10.664,M,0,,Malaysia,,21.4,19.4,6.3,6.3,15.8,85,12,73,14.1,26,PW,1,NA
AVIBASE-C836FAAC,Hemicircus sordidus,Hemicircus concretus,Hemicircus concretus sordidus,Hemicircus concretus,1,NHMUK,87.8.10.675,M,0,,Malaysia,,21.4,19.7,6.6,6.7,15.4,81,15,66,18.5,30,PW,1,NA
AVIBASE-C836FAAC,Hemicircus sordidus,Hemicircus concretus,Hemicircus concretus sordidus,Hemicircus concretus,1,AMNH,552496,F,0,,NA,,18.7,16,5.3,5.8,14.9,84.2,15.8,68.5,18.8,23.6,BCW,1,NA
AVIBASE-DDE78CC9,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus munroi,1,YPM,11845,M,0,,United States of America,,29.4,26,5.7,6.6,24.3,78.7,16.6,62.2,21.1,40,KZ,1,NA
AVIBASE-DDE78CC9,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus munroi,1,YPM,11846,F,0,,United States of America,,23.3,18.5,5.3,6.5,22.6,77,16.3,60.7,21.2,37.6,KZ,1,NA
AVIBASE-DDE78CC9,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus munroi,1,ZMB,30930,M,0,,United States of America,,28.5,22.2,4.2,6.3,24.1,82,13.4,68.6,16.3,46,FS,1,NA
AVIBASE-DDE78CC9,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus munroi,1,NHMUK,1925.2.16.47,F,0,,United States of America,,16.6,10.9,3.4,3.8,22.2,61,14.6,46.4,23.9,47,DS,1,NA
AVIBASE-DDE78CC9,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus munroi,1,NHMUK,1939.12.9.362,F,0,,United States of America,,17.9,10.8,3.3,3.9,20.9,62,11.7,50.3,18.9,42,DS,1,NA
AVIBASE-DDE78CC9,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus munroi,1,ZMB,68/26,M,0,,United States of America,,28.4,22.7,4.9,6.6,24.2,86,23.3,62.7,27.1,48,FS,1,NA
AVIBASE-DDE78CC9,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus munroi,1,NHMUK,95.7.20.123,M,0,,United States of America,,18.6,12.5,4.1,4.3,21.7,65,15.9,49.1,24.5,45,DS,1,NA
AVIBASE-DDE78CC9,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus wilsoni,Hemignathus munroi,1,NHMUK,95.7.20.87,M,0,,United States of America,,17.5,11.9,3.2,3.7,21.3,66,20.2,45.8,30.6,45,DS,1,NA
AVIBASE-335C2C80,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,1,NHMUK,26.v.75,M,0,,New Zealand,,29.1,NA,NA,NA,34.9,260,78.7,181.3,30.3,215,MS,1,NA
AVIBASE-335C2C80,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,1,NHMUK,52.1.17.51,M,0,,New Zealand,,30.9,13.1,5.3,6.4,35.2,257,85.4,171.6,33.2,169,MNC,1,NA
AVIBASE-335C2C80,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,1,NHMUK,52.1.17.52,F,0,,New Zealand,,31.5,12.9,6.5,6.1,35.3,252,82.8,169.2,32.9,178,MNC,1,NA
AVIBASE-335C2C80,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,1,NHMUK,52.1.19.51,M,0,,New Zealand,,29.6,NA,NA,NA,37.8,263,83,180,31.6,200,MS,1,NA
AVIBASE-335C2C80,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,1,NHMUK,52.1.19.52,F,0,,New Zealand,,27.6,NA,NA,NA,31.3,264,85.8,178.2,32.5,211,MS,1,NA
AVIBASE-335C2C80,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,1,NHMUK,89.2.2.66,F,0,,New Zealand,,29.2,13.1,6,5.6,29.3,248,80.4,167.6,32.4,176,MNC,1,NA
AVIBASE-335C2C80,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,1,NHMUK,89.2.2.67,M,0,,New Zealand,,29.1,12.9,5.8,5.9,34,254,80.4,173.6,31.7,182,MNC,1,NA
AVIBASE-335C2C80,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,Hemiphaga novaeseelandiae,1,NHMUK,NOLABEL,U,0,,New Zealand,,29.8,NA,NA,NA,37.8,255,74.6,180.4,29.3,215,MS,1,NA
AVIBASE-AA268B7C,Hemitriccus diops,Hemitriccus diops,Hemitriccus diops,Hemitriccus diops,1,AMNH,316889,M,0,,Brazil,,12.1,6.3,4.1,2.9,17.5,51,6,45,11.8,52,BGF,1,NA
AVIBASE-AA268B7C,Hemitriccus diops,Hemitriccus diops,Hemitriccus diops,Hemitriccus diops,1,AMNH,468417,M,0,,Brazil,,12.8,6.9,4.2,2.8,18.9,53,8,45,15.1,48,BGF,1,NA
AVIBASE-AA268B7C,Hemitriccus diops,Hemitriccus diops,Hemitriccus diops,Hemitriccus diops,1,NHMUK,1859.6.29.17,U,0,,Brazil,,13.3,8.1,3.8,3.5,17.1,53,4.9,48.1,9.2,47,TB,1,NA
AVIBASE-AA268B7C,Hemitriccus diops,Hemitriccus diops,Hemitriccus diops,Hemitriccus diops,1,NHMUK,1888.1.13.309,U,0,,Brazil,,13.4,8.1,3.8,3.3,18.5,54,4.7,49.3,8.7,50,TB,1,NA
AVIBASE-AA268B7C,Hemitriccus diops,Hemitriccus diops,Hemitriccus diops,Hemitriccus diops,1,NHMUK,1984.1.5,M,0,,Brazil,,13.1,7.2,4.2,3.2,19,55,7,48,12.7,50,TB,1,NA
AVIBASE-ABF9C0A0,Hemitriccus flammulatus,Hemitriccus flammulatus,Hemitriccus flammulatus,Hemitriccus flammulatus,2,Field1,NA,U,0,,Peru,,13.6,7.3,4.9,3,19.6,55,7,48,12.7,49,BD,1,NA
AVIBASE-ABF9C0A0,Hemitriccus flammulatus,Hemitriccus flammulatus,Hemitriccus flammulatus,Hemitriccus flammulatus,2,Field1,NA,U,0,,Peru,,15.1,7.1,4.5,3.1,17.4,54,6,48,11.1,48,BD,1,NA
AVIBASE-ABF9C0A0,Hemitriccus flammulatus,Hemitriccus flammulatus,Hemitriccus flammulatus,Hemitriccus flammulatus,2,Field1,NA,U,0,,Peru,,NA,7.4,4.6,3.1,18.4,53,8,45,15.1,39,CT,1,NA
AVIBASE-ABF9C0A0,Hemitriccus flammulatus,Hemitriccus flammulatus,Hemitriccus flammulatus,Hemitriccus flammulatus,2,Field1,NA,U,0,,Peru,,NA,7,4.3,3.2,18.4,53,9,44,17,43,CT,1,NA
AVIBASE-ABF9C0A0,Hemitriccus flammulatus,Hemitriccus flammulatus,Hemitriccus flammulatus,Hemitriccus flammulatus,2,Field1,NA,U,0,,Peru,,NA,7.1,4.4,2.8,16.8,47,7,40,14.9,37,CT,1,NA
AVIBASE-ABF9C0A0,Hemitriccus flammulatus,Hemitriccus flammulatus,Hemitriccus flammulatus,Hemitriccus flammulatus,2,Field1,NA,U,0,,Peru,,NA,7.1,3.9,2.9,16.8,47,8,39,17,35,CT,1,NA
AVIBASE-ABF9C0A0,Hemitriccus flammulatus,Hemitriccus flammulatus,Hemitriccus flammulatus,Hemitriccus flammulatus,2,Field1,NA,U,0,,Peru,,NA,7.6,4.8,3.2,16.8,49,7,42,14.3,39,CT,1,NA
AVIBASE-6D4EB6D9,Hemitriccus furcatus,Hemitriccus furcatus,Hemitriccus furcatus,Hemitriccus furcatus,1,MZUSP,34426,M,0,,Brazil,,9.2,6.4,4.4,3.8,16.4,43.9,3.3,40.6,7.5,38,LFS,1,NA
AVIBASE-6D4EB6D9,Hemitriccus furcatus,Hemitriccus furcatus,Hemitriccus furcatus,Hemitriccus furcatus,1,MZUSP,34427,F,0,,Brazil,,8.6,6.8,4.4,4,15.7,45.5,5.3,40.2,11.6,35.5,LFS,1,NA
AVIBASE-6D4EB6D9,Hemitriccus furcatus,Hemitriccus furcatus,Hemitriccus furcatus,Hemitriccus furcatus,1,MZUSP,82215,F,0,,Brazil,,10.2,7.3,3.9,3.1,12.3,40.6,5.6,35,13.8,34.1,LFS,1,NA
AVIBASE-6D4EB6D9,Hemitriccus furcatus,Hemitriccus furcatus,Hemitriccus furcatus,Hemitriccus furcatus,1,AMNH,237450,U,0,,Brazil,,11.5,6.7,4.3,2.7,16.5,43.8,4.9,38.9,11.2,37.5,CS,1,NA
AVIBASE-6D4EB6D9,Hemitriccus furcatus,Hemitriccus furcatus,Hemitriccus furcatus,Hemitriccus furcatus,1,AMNH,498654,U,0,,Brazil,,11.6,7.1,4,2.6,15.7,41.8,3.1,38.7,7.4,44,CS,1,NA
AVIBASE-DCD65D2A,Hemitriccus granadensis,Hemitriccus granadensis,Hemitriccus granadensis,Hemitriccus granadensis,2,Field1,NA,U,0,,Peru,,14.3,7.2,3.3,2.5,17.3,46,3,43,6.5,43,CT,1,NA
AVIBASE-DCD65D2A,Hemitriccus granadensis,Hemitriccus granadensis,Hemitriccus granadensis,Hemitriccus granadensis,2,Field1,NA,U,0,,Peru,,11.9,5.2,2.8,2.3,15.7,44,3,41,6.8,40,CT,1,NA
AVIBASE-DCD65D2A,Hemitriccus granadensis,Hemitriccus granadensis,Hemitriccus granadensis,Hemitriccus granadensis,2,Field1,NA,U,0,,Peru,,14.9,6.5,3.6,2.7,17.4,43.5,3.5,40,8,43.5,ML,1,NA
