Avibase.ID,Species1_BirdLife,Species2_eBird,eBird.species.group,Species3_BirdTree,Data.type,Source,Specimen.number,Sex,Age,Locality,Country_WRI,Country,Beak.Length_Culmen,Beak.Length_Nares,Beak.Width,Beak.Depth,Tarsus.Length,Wing.Length,Kipps.Distance,Secondary1,Hand-wing.Index,Tail.Length,Measurer,Protocol,Publication
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,11.7,7.2,2.2,3.6,20,62,10,52,16.1,56,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,11.7,7.8,2.6,3.8,21.4,63,11,52,17.5,53,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,11.7,7.1,2.4,3.7,20.4,61,9,52,14.8,54,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,11.6,7.4,2.5,4.5,20,65,10,55,15.4,61,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,13.1,8.3,2.4,4,19.8,60,10,50,16.7,52,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,14.3,7.5,3.2,4.1,20.7,64,10,54,15.6,55,CT,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.7,8.7,2.1,3.9,22.1,63,13,50,20.6,58,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,14.3,8.4,1.9,3.6,21.7,65.5,12.5,53,19.1,56.5,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,14.4,8,2.1,3.8,21.3,60,13.5,46.5,22.5,57,CT,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,15.2,8.6,2.2,4.2,22.3,75,14,61,18.7,NA,CT,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,15.2,7.8,2.2,3.9,21.6,64.5,14.5,50,22.5,57.5,CT,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,14.9,7.7,2.4,4.4,22,65,13,52,20,56.5,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,15.9,8.5,2.8,4.2,21.7,66,14.5,51.5,22,57,CT,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,14.2,7.5,2.4,4.5,22.7,70,15,55,21.4,63,CT,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13.5,8.3,2.6,4,21,64.5,11.5,53,17.8,58,CT,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,13.8,8.2,2.5,4.3,22.5,62,13,49,21,55,CT,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,13,8.3,2.5,4,22.8,64,15,49,23.4,56,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,13.4,8.2,2.2,4.1,22.5,65,14,51,21.5,58.5,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.6,7.8,2.4,3.6,22.1,64,14,50,21.9,57,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.9,7.5,2.5,4.1,21.2,64,15.5,48.5,24.2,56,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13.7,8.4,2.2,3.9,21.6,63,16.5,46.5,26.2,57,CT,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,14.2,8,2.5,4,22.2,66,13.5,52.5,20.5,60.5,RBL,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13.7,8.5,2.5,4.5,21.7,64,14.5,49.5,22.7,58,RBL,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13.3,8,2.5,4.1,20.6,63,13.5,49.5,21.4,55,RBL,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,11.6,7.7,2.4,4,22.4,63.5,12,51.5,18.9,59,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,11.7,7.7,2.2,4.1,20,61,11,50,18,55,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.5,7.7,2.3,4,20.9,62,12,50,19.4,58,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13.2,7.8,2.5,4.1,21.1,NA,NA,NA,NA,NA,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.2,8.3,2.3,4.2,22.9,67,14,53,20.9,61.5,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,NA,NA,NA,NA,NA,64,15.5,48.5,24.2,55.5,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,13,8,2.5,4.4,22.4,67,16,51,23.9,60.5,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,12.3,8.5,2.2,3.9,23.2,62,12,50,19.4,57,CT,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,12,7.7,2.5,4,22.6,66,14,52,21.2,57,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,11.8,8.2,2.4,4.2,23,72,15.5,56.5,21.5,64,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,11,7.3,2.3,3.9,20.8,63,13,50,20.6,58,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,14.3,8.3,2.4,4.2,21.1,64,12.5,51.5,19.5,56,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13,8,2.5,4.2,21.8,69,14.5,54.5,21,63,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.2,8.2,2.3,4.2,23.1,68,13,55,19.1,60.5,CT,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13.4,7.8,2.5,4.2,22.9,69,17,52,24.6,62.5,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.6,7.9,2.8,4.3,22.1,66,14.5,51.5,22,59.5,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,15.6,8.7,2.5,4.4,23.5,65,14.5,50.5,22.3,58.5,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,12.6,7.9,2.5,4.1,22.1,61,14,47,23,56.5,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,13.3,8.2,2.5,4.3,22.2,66,13,53,19.7,59,CT,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,12.8,7.7,2.4,4.2,22.6,65,12,53,18.5,60.5,CT,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13.2,8,2.4,4,21.3,62,12,50,19.4,59,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,13.2,8.4,2.3,4.3,22.2,64,14.5,49.5,22.7,60.5,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,12.3,8.2,2.5,4,21.7,62,14,48,22.6,54.5,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,14.3,8,3.4,4.8,19.7,62,10,52,16.1,54,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13.8,7.1,2,3.3,21.3,62,11,51,17.7,NA,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13,7.9,2.7,3.9,22.5,72,11,61,15.3,64,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12,7.8,2.5,4.4,22,67,14,53,20.9,55,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.4,7.7,2.7,4.3,22.1,63,12,51,19,65,ML,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12,7.3,1.9,3.1,20.5,62,11,51,17.7,55,CT,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.6,7.4,2.3,3.6,20.5,67,10,57,14.9,NA,BD,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,15.2,7.1,1.9,3.5,20.7,66,12.5,53.5,18.9,57.5,CT,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,14.9,8.5,2.1,3.9,21.5,70,13,57,18.6,65,BD,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13.5,7.9,2.1,3.7,21.6,69,14.5,54.5,21,63,BD,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,14,7.7,2.6,4,22.1,71.5,14,57.5,19.6,65,RBL,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,13.7,7.5,2,3.8,22.1,65,13,52,20,56,RBL,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,15,8.6,1.9,3.8,21.2,67,15.5,51.5,23.1,59.5,RBL,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,13.3,7.5,1.9,3.7,20.2,61,12.5,48.5,20.5,53,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,15.1,8.1,2,3.7,20.8,66,12,54,18.2,62,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.5,7.8,2,3.7,22,67,13.5,53.5,20.1,61,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,13.6,7.8,1.9,3.5,20.4,65,12,53,18.5,55,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.8,7.8,2.3,3.6,21.5,64,8,56,12.5,58,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,NA,7.7,2,3.7,21.7,65,12,53,18.5,60,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,15.9,7.5,1.9,3.3,21,64,11,53,17.2,57,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,14.5,8.9,2.4,3.7,19.8,62,10,52,16.1,56,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13.5,7.8,2.5,3.7,22.6,66,8,58,12.1,63,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.7,7.5,2.6,3.6,21.8,63,11,52,17.5,55,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13,7.8,2.4,3.7,21.4,66,11,55,16.7,58,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13.3,8,2.5,3.8,20.7,65,12,53,18.5,54,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.5,8.4,2.6,3.8,21.4,65,13,52,20,55,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.4,8,2.6,3.5,21.3,69,11,58,15.9,58,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.4,8,2.7,4.2,21.3,64,11,53,17.2,52,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.7,7.4,2.6,3.6,21.1,69,12,57,17.4,59,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13,9,2.5,3.9,20.3,69,11,58,15.9,62,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.5,8.4,2.5,3.8,21,66,10,56,15.2,56,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13,8.1,2.5,3.8,21,65,10,55,15.4,60,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.5,8,2.3,3.8,21.8,62,9,53,14.5,58,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,12.7,7.2,2.3,3.6,20.6,65,11,54,16.9,56,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13.6,8,2.5,4.5,20,62,12.3,49.7,19.8,51,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,0,,Peru,,13.5,7.5,2.9,4.6,19.5,62,10,52,16.1,58,GAJ,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,15.3,8.7,2.1,4,22.9,64.5,14,50.5,21.7,55,CT,1,NA
AVIBASE-C77C89B2,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,Diglossa brunneiventris,2,Field1,NA,U,1,,Peru,,13.2,7.4,2.1,3.7,21,61,9,52,14.8,53,CT,1,NA
AVIBASE-8FB9A452,Pipra fasciicauda,Pipra fasciicauda,Pipra fasciicauda,Pipra fasciicauda,1,NHMUK,1869.5.25.75,M,0,,Peru,,13.6,7.3,3.7,4.6,13.5,63,7.8,55.2,12.4,27,HM,1,NA
AVIBASE-8FB9A452,Pipra fasciicauda,Pipra fasciicauda,Pipra fasciicauda,Pipra fasciicauda,1,NHMUK,1888.1.20.67,U,0,,Peru,,13.2,7.9,4.2,4,16.5,64,9.8,54.2,15.3,29,HM,1,NA
AVIBASE-8FB9A452,Pipra fasciicauda,Pipra fasciicauda,Pipra fasciicauda,Pipra fasciicauda,2,Field1,NA,F,0,,Peru,,14,7.9,4,4.2,16.3,65,11,54,16.9,34,BD,1,NA
AVIBASE-8FB9A452,Pipra fasciicauda,Pipra fasciicauda,Pipra fasciicauda,Pipra fasciicauda,2,Field1,NA,U,0,,Peru,,11.9,7.6,4.5,4.1,15.8,65,11,54,16.9,32,BD,1,NA
